case_id,pressure_mpa,inner_radius_mm,cylindrical_length_mm,boss_radius_mm,dome_shape,dome_radius_factor,helical_angle_min_deg,helical_angle_max_deg,transition_angle_max_deg,hoop_angle_deg,helical_pairs,transition_pairs,hoop_pairs,total_thickness_mm,layer_count,python_fiber_stress_ratio_max,calculix_fiber_stress_ratio_max,fiber_correction_ratio_calculix_over_python,python_fiber_proxy_pressure_mpa,calculix_fiber_proxy_pressure_mpa,python_raw_max_combined,calculix_raw_max_combined,python_raw_critical_zone,calculix_raw_critical_zone,calculix_fiber_proxy_zone,calculix_fiber_proxy_ply,calculix_fiber_proxy_ply_name,calculix_fiber_proxy_angle_deg,calculix_fiber_proxy_sigma_11_mpa,calculix_fiber_proxy_tau_12_mpa,calculix_max_matrix_tension_hashin,calculix_max_matrix_compression_hashin,calculix_max_matrix_stress_ratio_abs,calculix_max_shear_ratio_abs,criterion_interpretation
11l_0096,70.0,83.44,433.56,26.6,hemispherical,1.057,18.75,18.75,34.78,86.79,5,1,2,12.546,16,0.5481744646626419,0.6983222710474629,1.2739051452847685,127.69657200847449,100.24025138852016,1.1420475213338397,160.6322620607433,cylinder,right_dome,cylinder,14,hoop_1_minus,-86.79,1396.6445420949258,-63.25147243437814,160.6322620607433,3.3285345147421777,12.492802217066385,5.227375305127065,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0097,70.0,83.64,439.74,27.17,isotensoid_like,1.099,16.35,16.35,53.75,87.42,4,2,2,18.583999999999996,16,0.31096365355214295,0.6946027861391256,2.2337105259880583,225.10669398300683,100.77702162567965,0.5238804660420819,225.60540027263966,cylinder,left_dome,left_dome,15,hoop_2_plus,87.42,1389.2055722782513,2.7221491887053255,225.60540027263966,0.2530543860774886,13.43878617973433,6.780511363612966,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0098,70.0,83.88,438.96,28.03,variable_contour,1.113,25.13,25.13,51.05,87.53,4,2,2,15.48,16,0.493839199140012,0.5741888300864778,1.1627040362255352,141.74654446609406,121.91111413549685,0.9206396231589691,115.36717190721788,cylinder,junction,junction,14,hoop_1_minus,-87.53,1148.3776601729555,7.465647323423052,115.36717190721788,0.42570248396484367,9.938081690090621,4.074518895318,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0099,70.0,82.41,462.93,26.94,hemispherical,1.153,14.57,14.57,52.79,88.17,5,2,3,24.817999999999998,20,0.2119263830625805,0.8914597869682152,4.2064596870176985,330.3033769954421,78.52289135560956,0.4172218446928755,332.1287699625952,cylinder,left_dome,left_dome,18,hoop_2_minus,-88.17,1782.9195739364302,-40.8714671189886,332.1287699625952,1.4109426670090164,17.117919967298445,7.462280022947756,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0100,70.0,91.04,361.92,32.7,isotensoid_like,1.133,15.15,15.15,55.47,87.21,4,1,3,19.076,16,0.29040884719853616,1.0040178172627208,3.457256302444293,241.0394885529949,69.71987826953388,0.6292674748343107,434.1109004774876,cylinder,left_dome,left_dome,15,hoop_3_plus,87.21,2008.0356345254415,54.26722459212316,434.1109004774876,0.2757894345240296,19.60036920912146,7.841990052645275,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0101,70.0,89.54,380.18,28.12,variable_contour,1.159,17.25,17.25,49.66,87.92,4,2,3,19.006000000000007,18,0.3033803759386307,0.8139545565848438,2.682950583295126,230.73344735441935,85.99988713584091,0.5735718035823724,193.9536387961752,cylinder,left_dome,boss,17,hoop_3_plus,87.92,1627.9091131696878,-28.302757699725436,193.9536387961752,1.3588626586738675,12.279498246990752,6.570202553827867,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0102,70.0,95.52,318.88,32.27,hemispherical,1.125,20.74,20.74,34.06,87.22,5,2,2,16.412,18,0.4818165124972421,0.487140564718139,1.011049957987746,145.28352222133665,143.69569087415707,0.9044990668971116,175.81400547232903,cylinder,junction,cylinder,15,hoop_1_plus,87.22,974.281129436278,3.3117314187714157,175.81400547232903,0.4339317611575608,12.508863157732266,4.481394032602934,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0103,70.0,76.06,531.77,23.58,isotensoid_like,1.025,17.87,17.87,43.26,88.55,4,2,2,17.751999999999995,16,0.3654661112200665,0.5236878436329395,1.4329313376954924,191.53622689204497,133.6674143787535,0.6906114468487125,92.28029011239703,cylinder,junction,junction,14,hoop_1_minus,-88.55,1047.3756872658792,-5.975206728526562,92.28029011239703,4.546745920803549,9.606167396863963,4.572244009305038,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0104,70.0,95.01,313.81,27.64,variable_contour,1.076,20.86,20.86,43.15,89.18,4,1,2,16.25,14,0.35693194352854973,0.4285269478263656,1.2005844688207046,196.11581778866744,163.35028719912202,0.7361993609661563,80.62792046787278,cylinder,left_dome,cylinder,4,helical_2_minus,-20.86,857.0538956527312,2.1126585826182485,80.62792046787278,0.004404020735628901,8.97910475439037,2.929164797520452,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0105,70.0,79.69,497.19,28.0,hemispherical,1.124,22.67,22.67,31.73,87.2,5,2,3,19.296000000000003,20,0.3937440014772444,0.48784383162459916,1.2389873364275064,177.78048614677243,143.4885417468304,0.75039098613674,76.17153272463239,cylinder,junction,junction,18,hoop_2_minus,-87.2,975.6876632491983,4.5172082094405015,76.17153272463239,0.6714276880110512,8.472191030284105,2.73611754085279,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0106,70.0,79.06,500.77,23.01,isotensoid_like,1.088,24.27,24.27,52.67,89.01,4,2,3,22.114,18,0.23058514411431438,0.3078004096162426,1.3348666098959443,303.57549819123193,227.42010021128348,0.4149225704054098,54.63251971986931,cylinder,cylinder,cylinder,14,hoop_1_minus,-89.01,615.6008192324853,-7.869000336251108,54.63251971986931,0.02430214848516381,6.8034456880974075,2.8888839201029697,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0107,70.0,94.57,321.99,30.13,variable_contour,1.095,19.27,19.27,35.46,88.59,4,2,3,21.0,18,0.31384222582291776,0.4975598688390169,1.5853821694463763,223.04200722657626,140.68658745194773,0.5087736386624897,68.32273151377831,cylinder,left_dome,left_dome,17,hoop_3_plus,88.59,995.1197376780339,-31.759862115619867,68.32273151377831,8.82065823350429,7.517370646065482,3.6154128789727245,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0108,70.0,84.41,438.31,27.98,hemispherical,1.16,14.36,14.36,53.32,86.63,5,1,2,17.212000000000003,16,0.3923071345150583,0.9700872444721744,2.4727749233297174,178.4316262474526,72.15845832308318,0.7509366443264349,481.25656154916237,cylinder,left_dome,left_dome,15,hoop_2_plus,86.63,1940.174488944349,-20.36622996036622,481.25656154916237,3.534953088460177,20.698360553641923,8.04097989050138,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0109,70.0,85.76,417.53,30.51,isotensoid_like,1.122,20.2,20.2,34.74,86.61,4,2,2,17.699999999999996,16,0.3496213021416175,0.5998350683733437,1.7156708264028335,200.21663317198508,116.69874552321316,0.5907570808772238,141.48094795120807,cylinder,junction,left_dome,15,hoop_2_plus,86.61,1199.6701367466874,58.34000972771406,141.48094795120807,2.2602376189151347,11.222911912016496,6.011174713985773,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0110,70.0,84.32,411.67,28.57,variable_contour,1.026,19.03,19.03,54.23,87.62,4,2,2,17.944000000000003,16,0.3763758298579711,0.44639495398899237,1.1860351238745688,185.98431261225025,156.81180840974767,0.7015304536778278,102.15028509402772,cylinder,left_dome,cylinder,14,hoop_1_minus,-87.62,892.7899079779847,-28.360771444137466,102.15028509402772,0.9564429234092343,8.800680228074517,5.022107697408734,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0111,70.0,85.67,413.59,27.75,hemispherical,1.092,15.89,15.89,39.51,87.57,5,2,3,21.546000000000003,20,0.3102397979954008,0.852467854504695,2.7477707889602625,225.63191586734376,82.11453326961137,0.5446479443872321,143.29982403456245,cylinder,left_dome,left_dome,18,hoop_2_minus,-87.57,1704.93570900939,26.52719534992906,143.29982403456245,2.700150541358499,11.056439658868737,4.656752566521257,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0112,70.0,88.79,382.94,31.75,isotensoid_like,1.118,23.32,23.32,47.34,88.69,4,1,3,17.306,16,0.31436141897540304,0.4772280341394767,1.5180871612518616,222.673635423045,146.68040222369146,0.6335560277263359,80.07940649457151,cylinder,left_dome,boss,14,hoop_2_minus,-88.69,954.4560682789534,56.52532662377583,80.07940649457151,12.282406085429445,8.28554961226609,4.188410263783751,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0113,70.0,80.97,482.05,26.87,variable_contour,1.15,19.34,19.34,40.89,88.43,4,2,3,19.734,18,0.24492844299858976,0.5891409471958999,2.4053594592086314,285.7977584922754,118.81706802620825,0.5640965159653353,107.49477915074851,cylinder,left_dome,left_dome,18,hoop_3_minus,-88.43,1178.2818943917998,37.43287844795431,107.49477915074851,18.187202202452358,9.880699911614034,5.857296557057216,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0114,70.0,86.0,418.3,28.69,hemispherical,1.151,24.84,24.84,34.27,87.19,5,2,2,15.521999999999998,18,0.4175984717828853,0.4837036678177719,1.1582984625222852,167.62513450095642,144.71670292641124,0.7187600627314173,211.2300196992723,cylinder,junction,junction,16,hoop_1_minus,-87.19,967.4073356355439,5.758833591873011,211.2300196992723,0.1559013695178503,13.694531079122473,4.945481874985932,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0115,70.0,80.52,483.89,27.41,isotensoid_like,1.114,24.42,24.42,42.75,87.66,4,2,2,15.048000000000002,16,0.3679160064149003,0.482744428120479,1.3121049905507136,190.26081708731294,145.004262964854,0.6059455012498806,129.86205009303387,cylinder,junction,junction,15,hoop_2_plus,87.66,965.4888562409581,0.14528542630602292,129.86205009303387,0.18221020805539703,10.272216333056592,4.9487521877908,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0116,70.0,76.8,542.8,26.06,variable_contour,1.136,21.22,21.22,42.32,86.86,4,1,2,12.290000000000003,14,0.40870132252502084,0.6467145153487027,1.5823646259649933,171.27421944105546,108.23941374233208,0.7212121176623747,187.3226369454952,cylinder,junction,junction,12,hoop_1_minus,-86.86,1293.4290306974056,7.403286328390659,187.3226369454952,1.6592502047918858,13.095737422847419,5.699930253660041,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0117,70.0,91.49,336.43,31.14,hemispherical,1.039,16.66,16.66,42.16,87.24,5,2,3,22.732,20,0.25087529203279824,0.7986752731742464,3.183554931626473,279.02309323808794,87.6451323224178,0.5243626809943852,250.6738379361824,cylinder,boss,left_dome,19,hoop_3_plus,87.24,1597.3505463484928,-19.839236330920848,250.6738379361824,0.4186202034338429,14.508340483095052,6.507791879505656,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0118,70.0,94.41,325.52,27.73,isotensoid_like,1.107,17.61,17.61,44.84,89.3,4,2,3,18.486,18,0.28633344464933697,0.5016276809145878,1.7519004164145564,244.47021927783067,139.5457281631133,0.7210221582323318,112.69141790890033,cylinder,left_dome,left_dome,10,transition_1_minus,-87.43744126687687,1003.2553618291755,-31.744379652208206,112.69141790890033,1.0169616563293198,10.615594428755077,4.990103097679369,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0119,70.0,93.04,341.1,28.3,variable_contour,1.125,17.06,17.06,46.94,88.9,4,2,3,15.340000000000002,18,0.36656492084948566,0.6404426757665793,1.7471466562659714,190.96208070805153,109.29939969445874,0.7653014156710948,275.6400235067529,cylinder,left_dome,left_dome,18,hoop_3_minus,-88.9,1280.8853515331587,53.815727652393946,275.6400235067529,5.049254743405499,14.577464729951615,7.945913764556574,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0120,70.0,88.65,387.75,25.24,hemispherical,1.145,19.3,19.3,49.88,87.01,5,1,2,11.929999999999996,16,0.6407232298111348,0.6995898618347977,1.0918752891806573,109.25154067011712,100.05862551583104,1.6628805238445221,184.67268633184932,cylinder,left_dome,cylinder,14,hoop_1_minus,-87.01,1399.1797236695952,-69.63661570705862,184.67268633184932,2.384794107031134,13.096912644395053,5.530705717212414,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0121,70.0,78.08,483.68,27.81,isotensoid_like,1.004,20.63,20.63,36.03,88.63,4,2,2,17.524,16,0.3094371044366049,0.40591188615571633,1.3117750920490419,226.21721505392728,172.4512200491378,0.500430854026603,60.36402409869606,cylinder,boss,cylinder,14,hoop_1_minus,-88.63,811.8237723114327,-11.578816679746813,60.36402409869606,0.16023958844724687,6.680091393054081,4.242052905461476,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0122,70.0,87.79,396.39,28.84,variable_contour,1.138,14.32,14.32,46.74,87.85,4,2,2,17.392,16,0.41843566525010384,0.8603421769109673,2.056091887857434,167.28975518413372,81.36297612576998,0.817028477605615,585.498303653469,cylinder,left_dome,left_dome,16,hoop_2_minus,-87.85,1720.6843538219346,-23.70095932081574,585.498303653469,2.459950800969101,22.77271592658234,9.100775555002901,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0123,70.0,93.2,309.38,26.87,hemispherical,1.019,13.1,13.1,45.84,86.65,5,2,3,17.945999999999998,20,0.45253724474804935,0.6920169463162392,1.5291933522543995,154.68340078610012,101.15359222433155,0.9107089824221277,267.1200205126504,cylinder,left_dome,left_dome,20,hoop_3_minus,-86.65,1384.0338926324785,-78.37339162450837,267.1200205126504,1.0910435750466436,15.495518440439628,5.856833961653523,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0124,70.0,81.15,448.63,28.5,isotensoid_like,1.016,19.25,19.25,48.74,89.18,4,1,3,22.784000000000002,16,0.23508863420279516,0.5267781435544663,2.2407639796828724,297.7600352198044,132.88326567171316,0.4353346965473525,76.79795432100035,cylinder,left_dome,left_dome,15,hoop_3_plus,89.18,1053.5562871089326,57.5400657035326,76.79795432100035,2.110131043285417,7.704252356783392,4.25635419029522,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0125,70.0,79.34,481.23,28.52,variable_contour,1.028,13.95,13.95,47.91,87.1,4,2,3,26.125999999999998,18,0.2069795300699162,0.6822237907921579,3.2960930511423405,338.197695087792,102.60562728063198,0.3650596011853717,89.74668403667472,cylinder,left_dome,left_dome,15,hoop_2_plus,87.1,1364.4475815843157,0.20435806770835968,89.74668403667472,0.5273219066761047,8.969871410572322,3.476845283022441,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0126,70.0,94.38,302.33,27.04,hemispherical,1.026,21.83,21.83,30.97,87.69,5,2,2,14.666000000000007,18,0.565978760644579,0.5723839054704637,1.0113169349651745,123.67955278088309,122.29554208458113,1.18608888722107,337.19032171276456,cylinder,junction,junction,16,hoop_1_minus,-87.69,1144.7678109409273,7.981095407391238,337.19032171276456,0.0,17.48761410957495,5.707742578449769,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0127,70.0,94.81,295.76,31.85,isotensoid_like,1.021,19.15,19.15,47.18,88.91,4,2,2,17.116,16,0.42994003415920373,0.524395233860854,1.2196938926293943,162.8134028897609,133.48710186518247,0.7955640711352148,131.95893483949828,cylinder,left_dome,left_dome,16,hoop_2_minus,-88.91,1048.790467721708,-8.14911445489399,131.95893483949828,5.728884668696754,10.028502668641496,5.751605731319091,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0128,70.0,77.04,534.84,21.98,variable_contour,1.106,25.33,25.33,45.33,87.62,4,1,2,15.106,14,0.365111946143167,0.5611985760238005,1.5370589265894476,191.72202043630676,124.73303210418568,0.6000355750790433,148.11998261479022,cylinder,cylinder,cylinder,12,hoop_1_minus,-87.62,1122.3971520476011,-42.56490388315353,148.11998261479022,0.40582808710221197,11.302343379941629,4.523407240082228,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0129,70.0,77.58,529.67,25.94,hemispherical,1.13,15.52,15.52,34.4,86.9,5,2,3,25.879999999999995,20,0.23611048129885467,0.6739557239853241,2.8544083273129703,296.4713790549524,103.86438976445922,0.3998453890261471,68.85745809994123,cylinder,left_dome,left_dome,15,hoop_1_plus,86.9,1347.9114479706482,-4.442572305428624,68.85745809994123,0.051921523346467637,7.664385433600999,3.5359501285949557,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0130,70.0,78.26,506.85,24.26,isotensoid_like,1.058,16.32,16.32,39.58,86.87,4,2,3,21.137999999999998,18,0.25123157120629397,0.5664525665179584,2.2547029571089485,278.6274020573666,123.57610175605193,0.44417354679931564,138.6194938416685,cylinder,left_dome,left_dome,16,hoop_2_minus,-86.87,1132.9051330359168,-108.56242851870971,138.6194938416685,3.7921752165103646,10.641124761326052,5.038447941138426,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0131,70.0,82.94,442.72,26.28,variable_contour,1.068,12.52,12.52,34.25,87.43,4,2,3,19.038,18,0.28310632614420983,0.9686321944410096,3.4214431292771743,247.25692623464417,72.26685258009257,0.5423264246898315,148.1529125443283,cylinder,boss,boss,17,hoop_3_plus,87.43,1937.2643888820191,10.216582111306918,148.1529125443283,0.2417798407312981,11.710352509724508,3.859230512072422,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0132,70.0,82.79,445.44,23.88,hemispherical,1.072,13.91,13.91,32.48,88.03,5,1,2,17.581999999999994,16,0.5466748792354633,0.7301533470657332,1.3356263014808152,128.04685684093718,95.87027202067752,1.4886629002201277,249.20352548959562,cylinder,left_dome,left_dome,15,hoop_2_plus,88.03,1460.3066941314664,30.130545791910546,249.20352548959562,0.2753515662619538,14.770545039860176,6.010416168532639,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0133,70.0,88.13,362.8,25.32,isotensoid_like,1.02,22.77,22.77,52.0,87.3,4,2,2,18.023999999999997,16,0.3611749368607071,0.4101405571255724,1.1355731399594586,193.8118979363084,170.6731967464709,0.6203015248184501,50.119235677409804,cylinder,junction,junction,14,hoop_1_minus,-87.3,820.2811142511448,4.0029170414128235,50.119235677409804,0.0,7.0403172493927615,2.6767914321683284,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0134,70.0,81.08,450.22,28.17,variable_contour,1.017,16.48,16.48,49.07,86.91,4,2,2,17.488,16,0.392863122986628,0.662645129478553,1.6867073815454745,178.1791059131366,105.63723611020006,0.7580922478423936,237.82862089915233,cylinder,left_dome,left_dome,16,hoop_2_minus,-86.91,1325.290258957106,-11.148085112735673,237.82862089915233,0.7246002601520302,14.46153016079512,5.778051496903148,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0135,70.0,95.41,314.18,28.16,hemispherical,1.094,15.26,15.26,51.4,87.43,5,2,3,19.551999999999992,20,0.3952345106434451,0.7533784544529883,1.906155546049058,177.1100400267158,92.91478882393241,0.7525502133908178,158.57097239608365,cylinder,left_dome,left_dome,18,hoop_2_minus,-87.43,1506.7569089059766,-14.009810597047856,158.57097239608365,2.3652987645610755,11.188959178523426,5.7835078857854745,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0136,70.0,87.06,393.71,26.5,isotensoid_like,1.074,14.54,14.54,36.63,88.56,4,1,3,18.8,16,0.3506670441779889,0.7360312177500382,2.0989460799642443,199.61955696204498,95.10466174788327,0.6262195085870687,190.21359182885715,cylinder,boss,left_dome,15,hoop_3_plus,88.56,1472.0624355000764,39.87964296856398,190.21359182885715,0.17071745858250667,13.343414784449273,4.575092133592732,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0137,70.0,82.69,440.8,25.61,variable_contour,1.048,14.41,14.41,42.42,89.14,4,2,3,19.484,18,0.2755541464999902,0.7361043103255844,2.6713599474926086,254.03355706716786,95.09521818862666,0.5169111509172859,92.35906104708869,cylinder,left_dome,left_dome,16,hoop_2_minus,-89.14,1472.2086206511688,-86.14909656325838,92.35906104708869,0.2075410597966763,9.61033739942942,3.493517262556691,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0138,70.0,82.6,447.03,27.15,hemispherical,1.067,16.62,16.62,30.4,86.77,5,2,2,22.918000000000006,18,0.32157259882100336,0.6723610258045079,2.09085297774007,217.68023848003304,104.11073413459994,0.6175730128747182,73.83113268708831,cylinder,right_dome,left_dome,16,hoop_1_minus,-86.77,1344.7220516090158,-23.251307092221612,73.83113268708831,1.4040267961115616,8.19752248859203,3.9703707769447,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0139,70.0,84.92,405.28,24.58,isotensoid_like,1.029,15.34,15.34,32.9,89.04,4,2,2,18.608,16,0.365818386669939,0.5588314873479654,1.5276200095764274,191.351781514355,125.26137410795783,0.6728316187809682,166.788389427386,cylinder,boss,left_dome,15,hoop_2_plus,89.04,1117.6629746959309,89.27670677221774,166.788389427386,0.3832538624087842,11.776897857584185,5.305483959766231,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0140,70.0,77.41,525.16,23.92,variable_contour,1.082,16.58,16.58,31.1,87.75,4,1,2,13.902000000000001,14,0.36316717377782526,0.5790497909266857,1.5944441919217374,192.74869826980535,120.88770447179523,0.6810013645270789,165.73026615720195,cylinder,boss,left_dome,14,hoop_2_minus,-87.75,1158.0995818533715,40.753618197805864,165.73026615720195,0.38112891033144347,11.261540590449188,6.237625382708902,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0141,70.0,95.66,317.79,29.45,hemispherical,1.127,12.04,12.04,53.6,87.05,5,2,3,16.979999999999997,20,0.47745122705236187,1.1333987135895967,2.373852342126869,146.61183390847822,61.761142977039746,0.9725821546748646,531.7067023909942,cylinder,left_dome,left_dome,19,hoop_3_plus,87.05,2266.797427179193,94.69642042997192,531.7067023909942,1.4907813337624405,22.220223669358425,7.604681336660053,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0142,70.0,93.57,337.68,29.19,isotensoid_like,1.135,18.1,18.1,43.96,87.12,4,2,3,15.941999999999995,18,0.3672082587791887,0.6092885834643343,1.6592453162408702,190.62752083169434,114.88808735261254,0.7213874593812052,182.72312915989974,cylinder,boss,left_dome,18,hoop_3_minus,-87.12,1218.5771669286687,13.37279266294229,182.72312915989974,10.567212167482792,11.590806647651121,6.955309512643296,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0143,70.0,88.46,391.18,30.48,variable_contour,1.154,15.43,15.43,34.84,88.13,4,2,3,21.520000000000003,18,0.297045687223605,0.8091485606021166,2.7239868996751984,235.65398526492183,86.51068964135644,0.4912180887590977,271.41674451694513,cylinder,left_dome,left_dome,15,hoop_2_plus,88.13,1618.2971212042332,-30.494622422341916,271.41674451694513,0.6233615019818222,14.881283564480436,7.069087795245518,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0144,70.0,89.05,382.23,28.75,hemispherical,1.134,15.23,15.23,32.21,86.75,5,1,2,13.314,16,0.4815875162265679,0.8209849990945182,1.7047472607414456,145.35260496052345,85.26343365250825,0.9181372726735614,720.9381588298769,cylinder,left_dome,left_dome,16,hoop_2_minus,-86.75,1641.9699981890362,-59.68020233347691,720.9381588298769,2.1247708071592784,24.818816895631425,10.686806458011425,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0145,70.0,94.32,326.71,31.16,isotensoid_like,1.108,24.99,24.99,41.64,87.96,4,2,2,14.555999999999997,16,0.4614643839744814,0.4829851760080366,1.0466358678609209,151.69101328494062,144.93198441112247,0.8114576277075597,110.38684648925819,cylinder,cylinder,boss,5,helical_3_plus,87.43744126687687,965.9703520160732,-58.33323236388321,110.38684648925819,0.1585995184799423,9.67400732094508,4.098832619607586,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0146,70.0,78.55,497.76,25.7,variable_contour,1.041,16.98,16.98,51.19,86.76,4,2,2,20.951999999999998,16,0.2847925117263202,0.6385505644234799,2.24216065426999,245.7929795122864,109.62326853974362,0.5035965153521863,86.96053026530006,cylinder,boss,left_dome,15,hoop_2_plus,86.76,1277.10112884696,-3.387868859935784,86.96053026530006,2.3378891492537988,8.335607518574422,4.828094532217575,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0147,70.0,78.21,517.39,23.24,hemispherical,1.112,13.63,13.63,31.62,88.23,5,2,3,24.00999999999999,20,0.2523156579729728,0.6898945923141778,2.734251999485807,277.4302655743155,101.46477560462166,0.42465141227575737,252.65905915588752,cylinder,left_dome,left_dome,16,hoop_1_minus,-88.23,1379.7891846283555,-25.460317611613394,252.65905915588752,0.11823888888333778,14.883981084711563,6.1177703663161855,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0148,70.0,83.81,433.73,23.76,isotensoid_like,1.079,24.31,24.31,40.06,87.74,4,1,3,15.874,16,0.440688914135108,0.5104367555589586,1.158270015847204,158.84220763161548,137.13745971005915,0.7914275408086904,177.4468211417164,cylinder,junction,junction,11,hoop_1_plus,87.74,1020.8735111179171,-1.054564336599634,177.4468211417164,0.0011910148702658574,12.149427780469027,5.497250933939201,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
11l_0149,70.0,94.61,331.42,33.3,variable_contour,1.157,13.75,13.75,34.64,87.87,4,2,3,17.055999999999997,18,0.3960375009856122,0.973540187492729,2.458202026499751,176.75093854948614,71.90252739363449,0.7204585020294376,616.3631420420229,cylinder,left_dome,left_dome,18,hoop_3_minus,-87.87,1947.0803749854579,36.176279993901176,616.3631420420229,2.2087251040191984,23.790650540142078,8.557930975499831,mode-separated fibre stress proxy for burst-scale comparison; raw matrix/shear indices kept as early-damage diagnostics
